season,series_id,series_name,mode,use,species,planting_type,seeds_per_hole,young_plants_tray,sowing_date,planting_date,first_harvest_date,last_harvest_date,block_area,block_density,block_spacing_rows,block_spacing_plants,bed_length,bed_density,bed_rows,bed_spacing_plants,finished,harvest_unit,yield_expected_area,variety_name,variety_part
2026,,Radis botte plein champ S30,open-field,bed,Radis botte,sowing,,,2026-07-27,,2026-08-17,2026-08-31,,,,,15.0,,24.0,3.0,,bunch,3.1,À forcer rond écarlate,100
2025,,Radis botte plein champ S32,open-field,bed,Radis botte,sowing,,,2025-08-11,,2025-09-01,2025-09-15,,,,,15.0,,24.0,3.0,,bunch,3.1,À forcer rond écarlate,100
2026,,Radis botte plein champ S32,open-field,bed,Radis botte,sowing,,,2026-08-10,,2026-08-31,2026-09-14,,,,,15.0,,24.0,3.0,,bunch,3.1,À forcer rond écarlate,100
2025,,Radis botte plein champ S34,open-field,bed,Radis botte,sowing,,,2025-08-25,,2025-09-15,2025-09-29,,,,,15.0,,24.0,3.0,,bunch,3.1,À forcer rond écarlate,100
2026,,Radis botte plein champ S34,open-field,bed,Radis botte,sowing,,,2026-08-24,,2026-09-14,2026-09-28,,,,,15.0,,24.0,3.0,,bunch,3.1,À forcer rond écarlate,100
2025,,Radis botte plein champ S36,open-field,bed,Radis botte,sowing,,,2025-09-08,,2025-09-29,2025-10-13,,,,,15.0,,24.0,3.0,,bunch,3.1,À forcer rond écarlate,100
2026,,Radis botte plein champ S36,open-field,bed,Radis botte,sowing,,,2026-09-07,,2026-09-28,2026-10-12,,,,,15.0,,24.0,3.0,,bunch,3.1,À forcer rond écarlate,100
2025,,Radis botte plein champ S38,open-field,bed,Radis botte,sowing,,,2025-09-22,,2025-10-13,2025-10-27,,,,,15.0,,24.0,3.0,,bunch,3.1,À forcer rond écarlate,100
2026,,Radis botte plein champ S38,open-field,bed,Radis botte,sowing,,,2026-09-21,,2026-10-12,2026-10-26,,,,,15.0,,24.0,3.0,,bunch,3.1,À forcer rond écarlate,100
2025,,Radis botte plein champ S40,open-field,bed,Radis botte,sowing,,,2025-10-06,,2025-10-27,2025-11-10,,,,,15.0,,24.0,3.0,,bunch,3.1,À forcer rond écarlate,100
2026,,Radis botte plein champ S40,open-field,bed,Radis botte,sowing,,,2026-10-05,,2026-10-26,2026-11-09,,,,,15.0,,24.0,3.0,,bunch,3.1,À forcer rond écarlate,100
2025,,Radis botte plein champ S42,open-field,bed,Radis botte,sowing,,,2025-10-20,,2025-11-10,2025-11-24,,,,,15.0,,24.0,3.0,,bunch,3.1,À forcer rond écarlate,100
2026,,Radis botte plein champ S42,open-field,bed,Radis botte,sowing,,,2026-10-19,,2026-11-09,2026-11-23,,,,,15.0,,24.0,3.0,,bunch,3.1,À forcer rond écarlate,100
2025,,Radis botte plein champ S44,open-field,bed,Radis botte,sowing,,,2025-11-03,,2025-11-24,2025-12-08,,,,,15.0,,24.0,3.0,,bunch,3.1,À forcer rond écarlate,100
2026,,Radis botte plein champ S44,open-field,bed,Radis botte,sowing,,,2026-11-02,,2026-11-23,2026-12-07,,,,,15.0,,24.0,3.0,,bunch,3.1,À forcer rond écarlate,100
2025,,Radis botte plein champ S46,open-field,bed,Radis botte,sowing,,,2025-11-17,,2025-12-08,2025-12-22,,,,,15.0,,24.0,3.0,,bunch,3.1,À forcer rond écarlate,100
2026,,Radis botte plein champ S46,open-field,bed,Radis botte,sowing,,,2026-11-16,,2026-12-07,2026-12-21,,,,,15.0,,24.0,3.0,,bunch,3.1,À forcer rond écarlate,100
2025,,Radis botte sous abri S1,greenhouse,bed,Radis botte,sowing,,,2025-01-06,,2025-02-03,2025-02-24,,,,,15.0,,24.0,3.0,,bunch,3.1,À forcer rond écarlate,100
2026,,Radis botte sous abri S1,greenhouse,bed,Radis botte,sowing,,,2026-01-05,,2026-02-02,2026-02-23,,,,,15.0,,24.0,3.0,,bunch,3.1,À forcer rond écarlate,100
2025,,Radis botte sous abri S13,greenhouse,bed,Radis botte,sowing,,,2025-03-31,,2025-04-28,2025-05-26,,,,,15.0,,24.0,3.0,,bunch,3.1,À forcer rond écarlate,100
2026,,Radis botte sous abri S13,greenhouse,bed,Radis botte,sowing,,,2026-03-30,,2026-04-27,2026-05-25,,,,,15.0,,24.0,3.0,,bunch,3.1,À forcer rond écarlate,100
2025,,Radis botte sous abri S17,greenhouse,bed,Radis botte,sowing,,,2025-04-28,,2025-05-26,2025-06-23,,,,,15.0,,24.0,3.0,,bunch,3.1,À forcer rond écarlate,100
2026,,Radis botte sous abri S17,greenhouse,bed,Radis botte,sowing,,,2026-04-27,,2026-05-25,2026-06-22,,,,,15.0,,24.0,3.0,,bunch,3.1,À forcer rond écarlate,100
2025,,Radis botte sous abri S21,greenhouse,bed,Radis botte,sowing,,,2025-05-26,,2025-06-23,2025-07-21,,,,,15.0,,24.0,3.0,,bunch,3.1,À forcer rond écarlate,100
2026,,Radis botte sous abri S21,greenhouse,bed,Radis botte,sowing,,,2026-05-25,,2026-06-22,2026-07-20,,,,,15.0,,24.0,3.0,,bunch,3.1,À forcer rond écarlate,100
2025,,Radis botte sous abri S48,greenhouse,bed,Radis botte,sowing,,,2025-12-01,,2025-12-29,2026-01-26,,,,,15.0,,24.0,3.0,,bunch,3.1,À forcer rond écarlate,100
2026,,Radis botte sous abri S48,greenhouse,bed,Radis botte,sowing,,,2026-11-30,,2026-12-28,2027-01-18,,,,,15.0,,24.0,3.0,,bunch,3.1,À forcer rond écarlate,100
2025,,Radis botte sous abri S5,greenhouse,bed,Radis botte,sowing,,,2025-02-03,,2025-03-03,2025-03-31,,,,,15.0,,24.0,3.0,,bunch,3.1,À forcer rond écarlate,100
2026,,Radis botte sous abri S5,greenhouse,bed,Radis botte,sowing,,,2026-02-02,,2026-03-02,2026-03-30,,,,,15.0,,24.0,3.0,,bunch,3.1,À forcer rond écarlate,100
2025,,Radis botte sous abri S9,greenhouse,bed,Radis botte,sowing,,,2025-03-03,,2025-03-31,2025-04-28,,,,,15.0,,24.0,3.0,,bunch,3.1,À forcer rond écarlate,100
2026,,Radis botte sous abri S9,greenhouse,bed,Radis botte,sowing,,,2026-03-02,,2026-03-30,2026-04-27,,,,,15.0,,24.0,3.0,,bunch,3.1,À forcer rond écarlate,100
2025,,Radis rave Daïkon S32,open-field,bed,Radis rave,sowing,,,2025-08-11,,2025-10-06,2025-12-22,,,,,40.0,,1.0,3.0,,kg,1.7,Daïkon,100
2026,,Radis rave Daïkon S32,open-field,bed,Radis rave,sowing,,,2026-08-10,,2026-10-05,2026-12-21,,,,,40.0,,1.0,3.0,,kg,1.7,Daïkon,100
2025,,Radis rave Deliblue F1 S32,open-field,bed,Radis rave,sowing,,,2025-08-11,,2025-10-06,2025-12-22,,,,,100.0,,1.0,3.0,,kg,1.7,Deliblue F1,100
2026,,Radis rave Deliblue F1 S32,open-field,bed,Radis rave,sowing,,,2026-08-10,,2026-10-05,2026-12-21,,,,,100.0,,1.0,3.0,,kg,1.7,Deliblue F1,100
2025,,Radis rave Delipink F1 S32,open-field,bed,Radis rave,sowing,,,2025-08-11,,2025-10-06,2025-12-22,,,,,100.0,,1.0,3.0,,kg,1.7,Delipink F1,100
2026,,Radis rave Delipink F1 S32,open-field,bed,Radis rave,sowing,,,2026-08-10,,2026-10-05,2026-12-21,,,,,100.0,,1.0,3.0,,kg,1.7,Delipink F1,100
2025,,Radis rave Mizato red S32,open-field,bed,Radis rave,sowing,,,2025-08-11,,2025-10-06,2025-12-22,,,,,100.0,,1.0,3.0,,kg,1.7,Mizato red,100
2026,,Radis rave Mizato red S32,open-field,bed,Radis rave,sowing,,,2026-08-10,,2026-10-05,2026-12-21,,,,,100.0,,1.0,3.0,,kg,1.7,Mizato red,100
2025,,Radis rave Noir gros rond d'hiver S32,open-field,bed,Radis rave,sowing,,,2025-08-11,,2025-10-06,2025-12-22,,,,,300.0,,1.0,3.0,,kg,1.7,Noir gros rond d'hiver,100
2026,,Radis rave Noir gros rond d'hiver S32,open-field,bed,Radis rave,sowing,,,2026-08-10,,2026-10-05,2026-12-21,,,,,300.0,,1.0,3.0,,kg,1.7,Noir gros rond d'hiver,100
2025,,Radis rave Noir long poids d'horloge S32,open-field,bed,Radis rave,sowing,,,2025-08-11,,2025-10-06,2025-12-22,,,,,300.0,,1.0,3.0,,kg,1.7,Noir long poids d'horloge,100
2026,,Radis rave Noir long poids d'horloge S32,open-field,bed,Radis rave,sowing,,,2026-08-10,,2026-10-05,2026-12-21,,,,,300.0,,1.0,3.0,,kg,1.7,Noir long poids d'horloge,100
2025,,Radis rave Red meat S32,open-field,bed,Radis rave,sowing,,,2025-08-11,,2025-10-06,2025-12-22,,,,,300.0,,1.0,3.0,,kg,1.7,Red meat,100
2026,,Radis rave Red meat S32,open-field,bed,Radis rave,sowing,,,2026-08-10,,2026-10-05,2026-12-21,,,,,300.0,,1.0,3.0,,kg,1.7,Red meat,100
2025,,Radis rave Violet de Gournay S32,open-field,bed,Radis rave,sowing,,,2025-08-11,,2025-10-06,2025-12-22,,,,,100.0,,1.0,3.0,,kg,1.7,Violet de Gournay,100
2026,,Radis rave Violet de Gournay S32,open-field,bed,Radis rave,sowing,,,2026-08-10,,2026-10-05,2026-12-21,,,,,100.0,,1.0,3.0,,kg,1.7,Violet de Gournay,100
2025,,Roquette cultivée S36,greenhouse,bed,Roquette cultivée,young-plant,15.0,Plaque de 100,2025-08-11,2025-09-08,2025-10-27,2026-03-09,,,,,15.4,,16.0,25.0,,bunch,15.0,Roquette cultivée,100
2026,,Roquette cultivée S36,greenhouse,bed,Roquette cultivée,young-plant,15.0,Plaque de 100,2026-08-10,2026-09-07,2026-10-26,2027-03-01,,,,,15.4,,16.0,25.0,,bunch,15.0,Roquette cultivée,100
2025,,Roquette cultivée S9,greenhouse,bed,Roquette cultivée,young-plant,15.0,Plaque de 100,2025-02-03,2025-03-03,2025-04-21,2025-09-01,,,,,4.6,,16.0,25.0,,bunch,15.0,Roquette cultivée,100
2026,,Roquette cultivée S9,greenhouse,bed,Roquette cultivée,young-plant,15.0,Plaque de 100,2026-02-02,2026-03-02,2026-04-20,2026-08-31,,,,,4.6,,16.0,25.0,,bunch,15.0,Roquette cultivée,100
2025,,Roquette sauvage S36,greenhouse,bed,Roquette sauvage,young-plant,15.0,Plaque de 100,2025-08-11,2025-09-08,2025-10-27,2026-03-09,,,,,6.0,,16.0,25.0,,bunch,8.0,Roquette sauvage,100
2026,,Roquette sauvage S36,greenhouse,bed,Roquette sauvage,young-plant,15.0,Plaque de 100,2026-08-10,2026-09-07,2026-10-26,2027-03-01,,,,,6.0,,16.0,25.0,,bunch,8.0,Roquette sauvage,100
2025,,Roquette sauvage S9,greenhouse,bed,Roquette sauvage,young-plant,15.0,Plaque de 100,2025-02-03,2025-03-03,2025-04-21,2025-09-01,,,,,19.0,,16.0,25.0,,bunch,8.0,Roquette sauvage,100
2026,,Roquette sauvage S9,greenhouse,bed,Roquette sauvage,young-plant,15.0,Plaque de 100,2026-02-02,2026-03-02,2026-04-20,2026-08-31,,,,,19.0,,16.0,25.0,,bunch,8.0,Roquette sauvage,100
2025,,Rutabaga À collet jaune S32,open-field,bed,Rutabaga,sowing,,,2025-08-11,,2025-10-06,2026-01-05,,,,,29.6,,1.0,3.0,,kg,0.7,À collet jaune,100
2026,,Rutabaga À collet jaune S32,open-field,bed,Rutabaga,sowing,,,2026-08-10,,2026-10-05,2027-01-04,,,,,30.0,,1.0,3.0,,kg,0.7,À collet jaune,100
2025,,Rutabaga Friese gèle S32,open-field,bed,Rutabaga,sowing,,,2025-08-11,,2025-10-06,2026-01-05,,,,,29.6,,1.0,3.0,,kg,0.7,Friese gèle,100
2026,,Rutabaga Friese gèle S32,open-field,bed,Rutabaga,sowing,,,2026-08-10,,2026-10-05,2027-01-04,,,,,30.0,,1.0,3.0,,kg,0.7,Friese gèle,100
2025,,Rutabaga Helenor S32,open-field,bed,Rutabaga,sowing,,,2025-08-11,,2025-10-06,2026-01-05,,,,,29.6,,1.0,3.0,,kg,0.7,Helenor,100
2026,,Rutabaga Helenor S32,open-field,bed,Rutabaga,sowing,,,2026-08-10,,2026-10-05,2027-01-04,,,,,30.0,,1.0,3.0,,kg,0.7,Helenor,100
2025,,Sauge officinale S6,open-field,bed,Sauge,young-plant,1.0,Plaque de 100,2025-01-13,2025-02-10,2025-07-07,2025-10-06,,,,,50.0,1.0,,,,bunch,5.0,Sauge officinale,100
2026,,Sauge officinale S6,open-field,bed,Sauge,young-plant,1.0,Plaque de 100,2026-01-12,2026-02-09,2026-07-06,2026-10-05,,,,,50.0,1.0,,,,bunch,5.0,Sauge officinale,100
2025,,Shiso S17,greenhouse,bed,Shiso,young-plant,5.0,Plaque de 100,2025-03-24,2025-04-28,2025-06-23,2025-09-15,,,,,4.9,,1.0,30.0,,bunch,6.7,Vert,100
2026,,Shiso S17,greenhouse,bed,Shiso,young-plant,5.0,Plaque de 100,2026-03-23,2026-04-27,2026-06-22,2026-09-14,,,,,12.0,,1.0,30.0,,bunch,6.7,Vert,100
2025,,Souci officinal S18,open-field,bed,Souci officinal,young-plant,1.0,Plaque de 100,2025-04-07,2025-05-05,2025-06-02,2025-10-13,,,,,10.0,,1.0,50.0,,bunch,10.0,Souci officinal,100
2026,,Souci officinal S18,open-field,bed,Souci officinal,young-plant,1.0,Plaque de 100,2026-04-06,2026-05-04,2026-06-01,2026-10-12,,,,,10.0,,1.0,50.0,,bunch,10.0,Souci officinal,100
2025,,Tagète citron S18,open-field,bed,Tagète citron,young-plant,1.0,Plaque de 100,2025-04-07,2025-05-05,2025-06-02,2025-10-13,,,,,10.0,,1.0,50.0,,bunch,10.0,Tagète citron,100
2026,,Tagète citron S18,open-field,bed,Tagète citron,young-plant,1.0,Plaque de 100,2026-04-06,2026-05-04,2026-06-01,2026-10-12,,,,,10.0,,1.0,50.0,,bunch,10.0,Tagète citron,100
2025,,Tatsoï S37,greenhouse,bed,Tatsoï,young-plant,1.0,Plaque de 100,2025-08-18,2025-09-15,2025-10-13,2025-12-29,,,,,10.0,,16.0,25.0,,bunch,1.0,Tatsoï,100
2026,,Tatsoï S37,greenhouse,bed,Tatsoï,young-plant,1.0,Plaque de 100,2026-08-17,2026-09-14,2026-10-12,2026-12-28,,,,,10.0,,16.0,25.0,,bunch,1.0,Tatsoï,100
2025,,Tomate ancienne sous abri Allemande dorée S11,greenhouse,bed,Tomate,young-plant,1.0,Plaque de 32,2025-01-13,2025-03-17,2025-06-23,2025-09-22,,,,,5.8,,1.0,40.0,,kg,4.1,Allemande dorée,100
2026,,Tomate ancienne sous abri Allemande dorée S11,greenhouse,bed,Tomate,young-plant,1.0,Plaque de 32,2026-01-12,2026-03-16,2026-06-22,2026-09-21,,,,,5.8,,1.0,40.0,,kg,4.1,Allemande dorée,100
2025,,Tomate ancienne sous abri Ananas S11,greenhouse,bed,Tomate,young-plant,1.0,Plaque de 32,2025-01-13,2025-03-17,2025-06-23,2025-09-15,,,,,38.0,,1.0,40.0,,kg,4.1,Ananas,100
2026,,Tomate ancienne sous abri Ananas S11,greenhouse,bed,Tomate,young-plant,1.0,Plaque de 32,2026-01-12,2026-03-16,2026-06-22,2026-09-14,,,,,38.0,,1.0,40.0,,kg,4.1,Ananas,100
2025,,Tomate ancienne sous abri Andine S11,greenhouse,bed,Tomate,young-plant,1.0,Plaque de 32,2025-01-13,2025-03-17,2025-06-23,2025-09-22,,,,,138.0,,1.0,40.0,,kg,4.1,Andine,100
2026,,Tomate ancienne sous abri Andine S11,greenhouse,bed,Tomate,young-plant,1.0,Plaque de 32,2026-01-12,2026-03-16,2026-06-22,2026-09-21,,,,,138.0,,1.0,40.0,,kg,4.1,Andine,100
2025,,Tomate ancienne sous abri Black cherry S11,greenhouse,bed,Tomate,young-plant,1.0,Plaque de 32,2025-01-13,2025-03-17,2025-06-23,2025-09-22,,,,,11.5,,1.0,40.0,,kg,4.1,Black cherry,100
2026,,Tomate ancienne sous abri Black cherry S11,greenhouse,bed,Tomate,young-plant,1.0,Plaque de 32,2026-01-12,2026-03-16,2026-06-22,2026-09-21,,,,,11.5,,1.0,40.0,,kg,4.1,Black cherry,100
2025,,Tomate ancienne sous abri Bosque blue S11,greenhouse,bed,Tomate,young-plant,1.0,Plaque de 32,2025-01-13,2025-03-17,2025-06-23,2025-09-22,,,,,4.6,,1.0,40.0,,kg,4.1,Bosque blue,100
2026,,Tomate ancienne sous abri Bosque blue S11,greenhouse,bed,Tomate,young-plant,1.0,Plaque de 32,2026-01-12,2026-03-16,2026-06-22,2026-09-21,,,,,4.6,,1.0,40.0,,kg,4.1,Bosque blue,100
2025,,Tomate ancienne sous abri Brandywine rose S11,greenhouse,bed,Tomate,young-plant,1.0,Plaque de 32,2025-01-13,2025-03-17,2025-06-23,2025-09-22,,,,,9.2,,1.0,40.0,,kg,4.1,Brandywine rose,100
2026,,Tomate ancienne sous abri Brandywine rose S11,greenhouse,bed,Tomate,young-plant,1.0,Plaque de 32,2026-01-12,2026-03-16,2026-06-22,2026-09-21,,,,,9.2,,1.0,40.0,,kg,4.1,Brandywine rose,100
2025,,Tomate ancienne sous abri Coeur de boeuf rose S11,greenhouse,bed,Tomate,young-plant,1.0,Plaque de 32,2025-01-13,2025-03-17,2025-06-23,2025-09-22,,,,,36.8,,1.0,40.0,,kg,4.1,Coeur de boeuf rose,100
2026,,Tomate ancienne sous abri Coeur de boeuf rose S11,greenhouse,bed,Tomate,young-plant,1.0,Plaque de 32,2026-01-12,2026-03-16,2026-06-22,2026-09-21,,,,,36.8,,1.0,40.0,,kg,4.1,Coeur de boeuf rose,100
2025,,Tomate ancienne sous abri Coeur de boeuf rouge S11,greenhouse,bed,Tomate,young-plant,1.0,Plaque de 32,2025-01-13,2025-03-17,2025-06-23,2025-09-22,,,,,36.8,,1.0,40.0,,kg,4.1,Coeur de boeuf rouge,100
2026,,Tomate ancienne sous abri Coeur de boeuf rouge S11,greenhouse,bed,Tomate,young-plant,1.0,Plaque de 32,2026-01-12,2026-03-16,2026-06-22,2026-09-21,,,,,36.8,,1.0,40.0,,kg,4.1,Coeur de boeuf rouge,100
2025,,Tomate ancienne sous abri Green Zebra S11,greenhouse,bed,Tomate,young-plant,1.0,Plaque de 32,2025-01-13,2025-03-17,2025-06-23,2025-09-22,,,,,11.5,,1.0,40.0,,kg,4.1,Green Zebra,100
2026,,Tomate ancienne sous abri Green Zebra S11,greenhouse,bed,Tomate,young-plant,1.0,Plaque de 32,2026-01-12,2026-03-16,2026-06-22,2026-09-21,,,,,11.5,,1.0,40.0,,kg,4.1,Green Zebra,100
2025,,Tomate ancienne sous abri Noire de Crimée S11,greenhouse,bed,Tomate,young-plant,1.0,Plaque de 32,2025-01-13,2025-03-17,2025-06-23,2025-09-22,,,,,27.6,,1.0,40.0,,kg,4.1,Noire de Crimée,100
2026,,Tomate ancienne sous abri Noire de Crimée S11,greenhouse,bed,Tomate,young-plant,1.0,Plaque de 32,2026-01-12,2026-03-16,2026-06-22,2026-09-21,,,,,27.6,,1.0,40.0,,kg,4.1,Noire de Crimée,100
2025,,Tomate ancienne sous abri Rose de Berne S11,greenhouse,bed,Tomate,young-plant,1.0,Plaque de 32,2025-01-13,2025-03-17,2025-06-23,2025-09-22,,,,,23.0,,1.0,40.0,,kg,4.1,Rose de Berne,100
2026,,Tomate ancienne sous abri Rose de Berne S11,greenhouse,bed,Tomate,young-plant,1.0,Plaque de 32,2026-01-12,2026-03-16,2026-06-22,2026-09-21,,,,,23.0,,1.0,40.0,,kg,4.1,Rose de Berne,100
2025,,Tomate ancienne sous abri Sweet 100 S11,greenhouse,bed,Tomate,young-plant,1.0,Plaque de 32,2025-01-13,2025-03-17,2025-06-23,2025-09-22,,,,,32.2,,1.0,40.0,,kg,4.1,Sweet 100,100
2026,,Tomate ancienne sous abri Sweet 100 S11,greenhouse,bed,Tomate,young-plant,1.0,Plaque de 32,2026-01-12,2026-03-16,2026-06-22,2026-09-21,,,,,32.2,,1.0,40.0,,kg,4.1,Sweet 100,100
2025,,Tomate ancienne sous abri Toronjina S11,greenhouse,bed,Tomate,young-plant,1.0,Plaque de 32,2025-01-13,2025-03-17,2025-06-23,2025-09-22,,,,,25.3,,1.0,40.0,,kg,4.1,Toronjina,100
2026,,Tomate ancienne sous abri Toronjina S11,greenhouse,bed,Tomate,young-plant,1.0,Plaque de 32,2026-01-12,2026-03-16,2026-06-22,2026-09-21,,,,,25.3,,1.0,40.0,,kg,4.1,Toronjina,100
2025,,Tomate ronde sous abri Paola F1 bouturée S16,greenhouse,bed,Tomate,young-plant-bought,,Plaque de 32,,2025-04-21,2025-07-28,2025-10-20,,,,,46.0,,1.0,40.0,,kg,8.0,Paola F1 bouturée,100
2026,,Tomate ronde sous abri Paola F1 bouturée S16,greenhouse,bed,Tomate,young-plant-bought,,Plaque de 32,,2026-04-20,2026-07-27,2026-10-19,,,,,46.0,,1.0,40.0,,kg,8.0,Paola F1 bouturée,100
2025,,Tomate ronde sous abri Paola F1 S11,greenhouse,bed,Tomate,young-plant-bought,,Plaque de 50,,2025-03-17,2025-06-23,2025-09-22,,,,,148.0,,1.0,40.0,,kg,8.0,Paola F1,100
2025,,Tomate ronde sous abri Paola F1 S11,greenhouse,bed,Tomate,young-plant-bought,,Plaque de 50,,2025-03-17,2025-06-23,2025-09-22,,,,,151.0,,1.0,40.0,,kg,8.0,Paola F1,100
2026,,Tomate ronde sous abri Paola F1 S11,greenhouse,bed,Tomate,young-plant-bought,,Plaque de 50,,2026-03-16,2026-06-22,2026-09-21,,,,,148.0,,1.0,40.0,,kg,8.0,Paola F1,100
2026,,Tomate ronde sous abri Paola F1 S11,greenhouse,bed,Tomate,young-plant-bought,,Plaque de 50,,2026-03-16,2026-06-22,2026-09-21,,,,,151.0,,1.0,40.0,,kg,8.0,Paola F1,100
2024,,Topinambour 22,open-field,block,Topinambour,sowing,,,2022-01-31,,2024-12-02,2025-03-10,669.9,,75.0,30.0,,,,,,kg,0.5,De la ferme,100
2025,,Topinambour 22,open-field,block,Topinambour,sowing,,,2022-01-31,,2025-12-08,2026-03-09,669.9,,75.0,30.0,,,,,,kg,0.5,De la ferme,100
2026,,Tournesol S10,open-field,bed,Tournesol,young-plant,3.0,,2026-02-09,2026-03-09,2026-05-04,2026-07-20,,,,,3.0,,1.0,50.0,,bunch,1.0,Tournesol,100
